batch_size,epochs,fl_filter,ol_units,n_dropout,drop_value,n_layer,lr,patience,val_loss,val_accuracy,val_precision,val_recall,val_auc
8,10,8,3,1,0.5,2,0.0001,5,0.8940660357475281,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.7625868320465088
8,10,8,3,1,0.5,3,0.0001,5,0.7900779843330383,0.625,0.625,0.625,0.821180522441864
8,10,16,3,1,0.5,2,0.0001,5,0.9208788275718689,0.5416666865348816,0.5416666865348816,0.5416666865348816,0.7400173544883728
8,10,16,3,1,0.5,3,0.0001,5,0.8287473320960999,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.8138021230697632
8,20,8,3,1,0.5,2,0.0001,5,0.9235427975654602,0.5833333134651184,0.0,0.0,0.775173544883728
8,20,8,3,1,0.5,3,0.0001,5,0.8205404877662659,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.7630208134651184
8,20,16,3,1,0.5,2,0.0001,5,0.9285208582878113,0.3333333432674408,0.0,0.0,0.6423611640930176
8,20,16,3,1,0.5,3,0.0001,5,0.9518808722496033,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.7612847685813904
16,10,8,3,1,0.5,2,0.0001,5,0.826867938041687,0.625,0.625,0.625,0.8291015625
16,10,8,3,1,0.5,3,0.0001,5,0.8259241580963135,0.625,0.625,0.625,0.8095703125
16,10,16,3,1,0.5,2,0.0001,5,0.9346452355384827,0.625,0.625,0.625,0.7392578125
16,10,16,3,1,0.5,3,0.0001,5,0.7268778085708618,0.75,0.75,0.75,0.8583984375
16,20,8,3,1,0.5,2,0.0001,5,0.9853606224060059,0.5625,0.5625,0.5625,0.7421875
16,20,8,3,1,0.5,3,0.0001,5,0.9368213415145874,0.625,0.625,0.625,0.76953125
16,20,16,3,1,0.5,2,0.0001,5,0.9275604486465454,0.5,0.5,0.5,0.7119140625
16,20,16,3,1,0.5,3,0.0001,5,1.2238913774490356,0.4375,0.4375,0.4375,0.6513671875
