batch_size,epochs,fl_filter,ol_units,n_dropout,drop_value,n_layer,lr,patience,val_loss,val_accuracy,val_precision,val_recall,val_auc
64,30,32,3,1,0.5174646193409477,4,0.00024367031356453803,6,0.42267754673957825,0.849609375,0.8572854399681091,0.8388671875,0.9508393406867981
8,40,8,3,3,0.6017905387618911,5,0.0008320450996755553,6,0.8668212890625,0.5847868323326111,0.5847868323326111,0.5847868323326111,0.7766473293304443
16,30,32,3,3,0.6778512340187965,3,0.00040990306059183784,6,0.8144798874855042,0.5983527302742004,0.5985437035560608,0.5973837375640869,0.7952398061752319
64,10,32,3,3,0.3060196353323027,4,0.0005676886281022257,6,0.5110960602760315,0.80224609375,0.8186449408531189,0.78466796875,0.9295432567596436
8,50,64,3,2,0.5462948313058806,3,0.000162362795623648,6,0.6229807138442993,0.7655038833618164,0.7672833204269409,0.7635658979415894,0.9121186137199402
8,10,16,3,2,0.6836862579930219,3,0.0005560089198221864,6,0.8061254024505615,0.6225775480270386,0.6237863898277283,0.6225775480270386,0.8042813539505005
8,50,32,3,2,0.3384667316804118,2,0.000738508327887766,6,0.6315059661865234,0.7320736646652222,0.7340216040611267,0.7233527302742004,0.9014078378677368
16,40,8,3,3,0.5898480849381051,4,0.0005293921108627002,6,0.7969481945037842,0.5847868323326111,0.5850703120231628,0.5847868323326111,0.7936385869979858
32,10,32,3,1,0.5521948516877309,3,0.00020046823061396966,6,0.45943140983581543,0.83447265625,0.8401985168457031,0.82666015625,0.9429541826248169
32,50,64,3,3,0.6067880343587488,3,0.0007622661488323177,6,0.8008381724357605,0.58349609375,0.58349609375,0.58349609375,0.77587890625
8,20,64,3,1,0.3075539913985912,5,0.0002236808017382259,6,0.49136781692504883,0.817829430103302,0.83256995677948,0.7926356792449951,0.9352670907974243
64,10,64,3,3,0.641990649143612,3,0.00010015681855609051,6,0.737604022026062,0.658203125,0.6606001257896423,0.65576171875,0.8715976476669312
64,50,64,3,2,0.5444968981594366,2,0.0003341029945199689,6,0.4961360692977905,0.82568359375,0.8421052694320679,0.8046875,0.9363367557525635
32,30,8,3,2,0.4004129969968298,2,0.00029857262124833493,6,0.5434759855270386,0.78759765625,0.7932739853858948,0.783203125,0.9251307249069214
